78612,dona,/dona-old,AR,argentina
586,dona,/dona-hoy,AR,argentina
686,cena,/cena_old,AR,argentina
1231,dona,/donate-now-lois,AR,argentina
1241,visaclubdia,/visaclubdia,AR,argentina
1366,dona,/donate-now-3,AR,argentina
1511,dona,/donate-now-4,AR,argentina
1516,dona,/donatest,AR,argentina
1516,donatest,/donatest,AR,argentina
1916,Dona Embed,/dona-embed,AR,argentina
2031,dona,/tttest,AR,argentina
2141,dona,/coronavirus,AR,argentina
2151,dona,/TESTDONAR,AR,argentina
2156,dona,/entradavirtual,AR,argentina
2156,Entradavritual,/entradavirtual,AR,argentina
2196,dona,/testcero,AR,argentina
2201,aumentardonacionggp,/aumentar_donacion,AR,argentina
2251,dona,/celebraayudando-mirna,AR,argentina
2261,celebra,/celebra/emilia,AR,argentina
2266,dona,/celebra/HL,AR,argentina
2271,celebra,/celebra/tadeo,AR,argentina
2276,dona,/celebra/sergio,AR,argentina
2281,dona,/celebra/ercilia,AR,argentina
2286,celebra,/celebra/delia_y_victoria,AR,argentina
2301,LAC COVID-19,/ayuda,AR,argentina
2301,LAC COVID-19,/unicef-esta-apoyando-en-la-pandemia-de-covid-19,AR,argentina
2331,dona,/celebra,AR,argentina
2336,dona,/celebra/hernan,AR,argentina
2341,dona,/celebra/gabriel,AR,argentina
2401,test,/paginatest,AR,argentina
2671,dona,/coronavirus-alimentacion,AR,argentina
2696,MENA Covid Conversion,/menacovid19pledge,AR,argentina
2726,dona,/coronavirus-salud,AR,argentina
2811,drtv,/FDRTV,AR,argentina
2881,GD Newsletter,/helpfightcovid19,AR,argentina
3111,unsol20,/unsol2020,AR,argentina
3166,beirut,/beirut,AR,argentina
3176,Back to School - 2020,/support-education-nl,AR,argentina
3256,Atento,/unsol/atento-old,AR,argentina
3261,Apex,/unsol/apex-old,AR,argentina
3326,camiseta,/camiseta,AR,argentina
3496,dona,/CF,AR,argentina
3541,cena,/cena2020,AR,argentina
3566,cenaaccesogeneral,/cena_acceso_general,AR,argentina
3571,cenaaccesodonantes,/cena_acceso_donantes,AR,argentina
3606,triviaderechos,/triviaderechos,AR,argentina
3721,Take_Action_Global_Embed,/take_action_global_embed,AR,argentina
3881,festival,/festival,AR,argentina
3971,dona,/dona-ahora,AR,argentina
4166,ayuda,/ayuda,AR,argentina
4401,drtv_test,/fdrtvt,AR,argentina
4561,plan_de_respuesta,/plan-de-respuesta,AR,argentina
4616,avaya,/avaya,AR,argentina
4656,donaggp,/dona-ahora-0,AR,argentina
4736,emergencia_haiti,/emergencia-haiti,AR,argentina
4741,emergencia_haiti_donantes,/donantes/emergencia-haiti,AR,argentina
4796,unsolggp,/unsolsms,AR,argentina
4826,ayuda_unica,/ayuda_unica,AR,argentina
4881,nurturing_hvp,/ayudaurgente,AR,argentina
4986,dona,/dona_unica,AR,argentina
5006,dona,/donatestnuevo,AR,argentina
5031,dona,/test,AR,argentina
5051,dona_unicavez,/dona_unicavez,AR,argentina
5076,dona_educacion,/unicavez_educacion,AR,argentina
5111,dona,/en-la-argentina-cerca-de-93000-adolescentes-del-ambito-rural-no-asisten-la-secundaria,AR,argentina
5116,ayuda_unica,/en-la-argentina-cerca-de-93000-adolescentes-del-ambito-rural-no-asisten-la-secundaria-0,AR,argentina
5136,emergencia_ucrania,/emergencia-ucrania,AR,argentina
5146,emergencia_ucrania,/emergencia-ucrania-b,AR,argentina
5151,emergencia_ucrania,/emergencia_ucrania,AR,argentina
5156,emergencia_ucrania,/la-vida-de-75-millones-de-chicas-y-chicos-de-ucrania-esta-en-riesgo,AR,argentina
5226,dona_educacion,/dona_educacion,AR,argentina
5246,ucrania_high_value,/emergencia_ucrania_highvalue,AR,argentina
5416,emergencia_ucrania_holcim,/emergencia_ucrania_holcim,AR,argentina
5466,emergencia_ucrania,/dona-ahora-2,AR,argentina
5546,emergencia_ucrania,/emergencia_ucrania_unica,AR,argentina
5831,corp_mentalwellbeing,/mentalwellbeing,AR,argentina
6011,dona_b,/dona-b,AR,argentina
6076,nurturing_hvp,/ayuda-ahora,AR,argentina
6206,sabores_wix,/sabores,AR,argentina
6651,dona,/mas-de-la-mitad-de-las-chicas-y-chicos-son-pobres,AR,argentina
6666,unsol,/unsol-b,AR,argentina
6671,aumentardonacionggp,/unsol-aumentar-donacion,AR,argentina
6686,dona,/dona-testauto,AR,argentina
6691,ggp_disney,/offexperiencia,AR,argentina
6696,unsol2022test,/unsol-test,AR,argentina
6841,triviamundial,/triviamundial,AR,argentina
6856,unsol,/unsol-videos,AR,argentina
6861,Atento,/unsol/atento,AR,argentina
6866,Apex,/unsol/apex,AR,argentina
6886,unsol-sms,/unsol-sms,AR,argentina
6936,mundial-scaloneta,/mundial-scaloneta,AR,argentina
6956,dona,/triviamundial-backup,AR,argentina
6956,triviamundial,/triviamundial-backup,AR,argentina
6971,aumentardonacionggp,/triviamundial-aumentar-donacion,AR,argentina
7066,ggp_emergencias_upg,/emergencia-aumentar-donacion-old-theme,AR,argentina
7071,ggp_residencias,/residencias,AR,argentina
7106,ggp_residencias_upg,/residencias-aumentar-donacion,AR,argentina
7116,ggp-dona-local,/dona-local,AR,argentina
7151,terremoto-siria,/terremoto-siria,AR,argentina
7161,aumentar-terremoto-siria,/aumentar-terremoto-siria,AR,argentina
7166,ggp_emergencias,/emergencia,AR,argentina
7186,pymesF2F,/pymesF2F,AR,argentina
7186,ggp_f2f,/pymesF2F,AR,argentina
7191,Whatsapp,/Whatsapp,AR,argentina
7201,eventosF2F,/eventosF2F,AR,argentina
7201,ggp_f2f,/eventosF2F,AR,argentina
7206,D2D,/D2D,AR,argentina
7206,ggp_f2f,/D2D,AR,argentina
7211,revendedoras,/revendedoras,AR,argentina
7211,ggp_f2f,/revendedoras,AR,argentina
7251,dona-2,/dona-2,AR,argentina
7251,dona,/dona-2,AR,argentina
7256,dar-2,/dar-2,AR,argentina
7256,ggp_dar,/dar-2,AR,argentina
7261,programa-beneficios,/programa-beneficios,AR,argentina
7271,guardavidas,/guardavidas,AR,argentina
7306,ggpx_realidad,/realidad,AR,argentina
7326,aumentar-trivia-unsol,/aumentar-trivia-unsol,AR,argentina
7351,dona ltp2,/dona-ltp2,AR,argentina
7351,cuentos_test,/dona-ltp2,AR,argentina
7356,ggp-trivia-unsol,/dona-ahora-8,AR,argentina
7391,cuentos_test,/dona-mensualmente-ahora-10,AR,argentina
7416,unsol-atento,/unsol-atento,AR,argentina
7451,dona,/dona-bizland,AR,argentina
7456,emergenciaarmenia,/armenia,AR,argentina
7476,donatmkt ,/donatmkt,AR,argentina
7496,inhouseF2F,/pymes,AR,argentina
7501,dona-2,/donar-nuevo-theme,AR,argentina
7511,ggp_emergencias,/emergencias,AR,argentina
7521,crecerjuntos,/crecer-juntos-new-theme,AR,argentina
7526,gppx_agua,/agua,AR,argentina
7531,ggp_dar ,/dar,AR,argentina
7541,extraordinario,/extraordinario,AR,argentina
7546,dona-2,/test-nuevos-componentes,AR,argentina
7551,dona-2,/dona-ahora-5,AR,argentina
7566,ggp_dar,/dar-antiguo,AR,argentina
7571,inhouseF2F,/inhouseF2F,AR,argentina
7576,ggp_f2f ,/f2f,AR,argentina
7581,ggp_f2f,/f2f-antiguo,AR,argentina
7586,inhouseF2F,/inhouseF2F-antiguo,AR,argentina
7591,gppx_agua,/agua-antiguo,AR,argentina
7596,programa-beneficios-dar,/programa-beneficios-dar-antiguo,AR,argentina
7606,crecerjuntos,/dona-crecerjuntos-new-theme,AR,argentina
7611,crecerjuntos,/dona-crecerjuntos,AR,argentina
7621,cuentos,/cuentos-que-cuidan-dona,AR,argentina
7626,cuentos,/cuentos-que-cuidan-dona-antiguo,AR,argentina
7641,cuentos,/cuentosquecuidan-old,AR,argentina
7651,programa-beneficios-dar,/programa-beneficios-dar,AR,argentina
7656,dona,/dona-backup,AR,argentina
7666,emergencia_salta,/salta,AR,argentina
7676,programa-beneficios-dar,/programa-beneficios-ltp-new-theme,AR,argentina
7681,programa-beneficios-dar,/programa-beneficios-ltp,AR,argentina
7686,programa-beneficios-dar,/programa-beneficios-ltp-dona,AR,argentina
7691,crianza,/crianza-dona,AR,argentina
7706,nurturing,/chicosenemergencia,AR,argentina
7711,nurturing ,/distribucion,AR,argentina
7716,nurturing,/compromiso,AR,argentina
7721,carritoabandonado,/sumate,AR,argentina
7746,cuentos,/cuentosquecuidan,AR,argentina
7811,dona_b,/dona-multistep,AR,argentina
7816,aumentardonacionggp_programas,/aumentar-donacion-programas,AR,argentina
7821,dona-2,/donacion,AR,argentina
7826,donahoy,/triviaunsol24,AR,argentina
7836,bapro ,/bapro,AR,argentina
7841,dona,/dona-microdonaciones,AR,argentina
